,movie_title,release_date,genre,avg_rating,prod_budget,domestic_gross,global_gross,release_month,ROI,global_gross_millions,prod_budget_millions,budget_category,rating_category,roi_category
1554,TMNT,2007-03-23,action,6.2,35000000,54149098,96096018,Mar,1.7456005142857143,96.1,35.0,Moderate Budget,Moderate Rating,Moderate ROI
1405,The Reaping,2007-04-05,horror,5.6,40000000,25126214,62226214,Apr,0.55565535,62.23,40.0,Moderate Budget,Low Rating,Moderate ROI
1014,Grindhouse,2007-04-06,action,7.5,53000000,25031037,50187789,Apr,-0.053060584905660374,50.19,53.0,High Budget,High Rating,Low ROI
1448,Sunshine,2007-04-12,sci-fi,7.2,40000000,3688560,32030610,Apr,-0.19923475,32.03,40.0,Moderate Budget,High Rating,Low ROI
2311,Disturbia,2007-04-13,crime,6.8,20000000,80818974,118537627,Apr,4.92688135,118.54,20.0,Moderate Budget,Moderate Rating,High ROI
3132,In the Land of Women,2007-04-20,comedy,6.4,10500000,11052958,14140402,Apr,0.3467049523809524,14.14,10.5,Low Budget,Moderate Rating,Moderate ROI
725,Next,2007-04-27,action,6.2,70000000,18211013,73591500,Apr,0.05130714285714286,73.59,70.0,High Budget,Moderate Rating,Low ROI
3458,Ta Ra Rum Pum,2007-04-27,comedy,5.6,7400000,872643,9443864,Apr,0.27619783783783786,9.44,7.4,Low Budget,Low Rating,Moderate ROI
4118,Waitress,2007-05-02,comedy,7.0,1500000,19097550,22217183,May,13.811455333333333,22.22,1.5,Low Budget,High Rating,High ROI
12,Spider-Man 3,2007-05-04,action,6.3,258000000,336530303,894860230,May,2.468450503875969,894.86,258.0,High Budget,Moderate Rating,High ROI
1001,Lucky You,2007-05-04,drama,5.9,55000000,5755286,6521829,May,-0.8814212909090909,6.52,55.0,High Budget,Low Rating,Low ROI
3432,Brooklyn Rules,2007-05-11,crime,6.3,8000000,458232,458232,May,-0.942721,0.46,8.0,Low Budget,Moderate Rating,Low ROI
2396,Georgia Rule,2007-05-11,comedy,5.9,20000000,18882880,20819601,May,0.04098005,20.82,20.0,Moderate Budget,Low Rating,Low ROI
2771,28 Weeks Later,2007-05-11,action,6.9,15000000,28638916,64232714,May,3.282180933333333,64.23,15.0,Low Budget,High Rating,High ROI
4357,Once,2007-05-16,drama,7.8,150000,9445857,23151269,May,153.34179333333333,23.15,0.15,Low Budget,High Rating,High ROI
153,Shrek the Third,2007-05-17,adventure,6.1,160000000,322719944,807330936,May,4.04581835,807.33,160.0,High Budget,Moderate Rating,High ROI
4225,And Then Came Love,2007-06-01,comedy,4.7,989000,8158,8158,Jun,-0.9917512639029322,0.01,0.99,Low Budget,Low Rating,Low ROI
3351,Gracie,2007-06-01,biography,6.1,9000000,2956339,3922043,Jun,-0.5642174444444444,3.92,9.0,Low Budget,Moderate Rating,Low ROI
1942,Knocked Up,2007-06-01,comedy,6.9,27500000,148761765,219265952,Jun,6.973307345454545,219.27,27.5,Moderate Budget,High Rating,High ROI
3445,Hostel: Part II,2007-06-08,horror,5.5,7500000,17544812,33606409,Jun,3.4808545333333334,33.61,7.5,Low Budget,Low Rating,High ROI
498,Ocean's Thirteen,2007-06-08,crime,6.9,85000000,117144465,311744465,Jun,2.6675819411764707,311.74,85.0,High Budget,High Rating,High ROI
2378,Nancy Drew,2007-06-15,comedy,5.9,20000000,25584685,30703845,Jun,0.53519225,30.7,20.0,Moderate Budget,Low Rating,Moderate ROI
295,Fantastic Four: Rise of the Silver Surfer,2007-06-15,action,5.6,120000000,131921738,289480691,Jun,1.4123390916666667,289.48,120.0,High Budget,Low Rating,Moderate ROI
3833,You Kill Me,2007-06-22,comedy,6.4,4000000,2426851,3858964,Jun,-0.035259,3.86,4.0,Low Budget,Moderate Rating,Low ROI
2817,A Mighty Heart,2007-06-22,biography,6.6,15000000,9176787,19153568,Jun,0.2769045333333333,19.15,15.0,Low Budget,Moderate Rating,Moderate ROI
3330,Sicko,2007-06-22,documentary,8.0,9000000,24538513,36535837,Jun,3.0595374444444445,36.54,9.0,Low Budget,High Rating,High ROI
2209,1408,2007-06-22,fantasy,6.8,22500000,71985628,131263370,Jun,4.833927555555555,131.26,22.5,Moderate Budget,Moderate Rating,High ROI
122,Evan Almighty,2007-06-22,comedy,5.4,175000000,100289690,174131329,Jun,-0.004963834285714286,174.13,175.0,High Budget,Low Rating,Low ROI
320,Live Free or Die Hard,2007-06-27,action,7.1,110000000,134529403,382288147,Jun,2.4753467909090907,382.29,110.0,High Budget,High Rating,High ROI
180,Ratatouille,2007-06-29,adventure,8.1,150000000,206445654,626549695,Jun,3.176997966666667,626.55,150.0,High Budget,High Rating,High ROI
1842,Evening,2007-06-29,drama,6.4,30000000,12406646,12885574,Jun,-0.5704808666666666,12.89,30.0,Moderate Budget,Moderate Rating,Low ROI
168,Transformers,2007-07-02,action,7.0,151000000,319246193,708272592,Jul,3.690546966887417,708.27,151.0,High Budget,High Rating,High ROI
1562,License to Wed,2007-07-03,comedy,5.2,35000000,43799818,70187088,Jul,1.0053453714285714,70.19,35.0,Moderate Budget,Low Rating,Moderate ROI
173,Harry Potter and the Order of the Phoenix,2007-07-11,action,7.5,150000000,292137260,939619849,Jul,5.264132326666667,939.62,150.0,High Budget,High Rating,High ROI
625,Hairspray,2007-07-20,comedy,6.7,75000000,118871849,202822861,Jul,1.7043048133333334,202.82,75.0,High Budget,Moderate Rating,Moderate ROI
668,The Simpsons Movie,2007-07-26,adventure,7.3,72500000,183135014,527071022,Jul,6.269945131034483,527.07,72.5,High Budget,High Rating,High ROI
1921,No Reservations,2007-07-27,comedy,6.3,28000000,43107979,91943956,Jul,2.283712714285714,91.94,28.0,Moderate Budget,Moderate Rating,High ROI
3502,Who's Your Caddy?,2007-07-27,comedy,2.2,7000000,5694308,5694308,Jul,-0.18652742857142857,5.69,7.0,Low Budget,Low Rating,Low ROI
3750,"Gandhi, My Father",2007-08-03,biography,7.3,5000000,240425,2015004,Aug,-0.5969992,2.02,5.0,Low Budget,High Rating,Low ROI
2658,Becoming Jane,2007-08-03,biography,7.0,16500000,18663911,39380831,Aug,1.3867170303030303,39.38,16.5,Moderate Budget,High Rating,Moderate ROI
2104,Hot Rod,2007-08-03,comedy,6.7,25000000,13938332,14371564,Aug,-0.42513744,14.37,25.0,Moderate Budget,Moderate Rating,Low ROI
252,The Bourne Ultimatum,2007-08-03,action,8.0,130000000,227471070,444043396,Aug,2.415718430769231,444.04,130.0,High Budget,High Rating,High ROI
3647,The Ten,2007-08-03,comedy,4.9,5250000,769726,786677,Aug,-0.8501567619047619,0.79,5.25,Low Budget,Low Rating,Low ROI
3577,Daddy Day Camp,2007-08-08,comedy,3.2,6000000,13235267,18209872,Aug,2.0349786666666665,18.21,6.0,Low Budget,Low Rating,Moderate ROI
101,Rush Hour 3,2007-08-10,action,6.2,180000000,140125968,256585882,Aug,0.4254771222222222,256.59,180.0,High Budget,Moderate Rating,Moderate ROI
710,Stardust,2007-08-10,adventure,7.6,70000000,38634938,137022245,Aug,0.9574606428571428,137.02,70.0,High Budget,High Rating,Moderate ROI
593,The Invasion,2007-08-17,sci-fi,5.9,80000000,15074191,40147042,Aug,-0.498161975,40.15,80.0,High Budget,Low Rating,Low ROI
2448,Death at a Funeral,2007-08-17,comedy,7.3,20000000,8580428,47289148,Aug,1.3644574,47.29,20.0,Moderate Budget,High Rating,Moderate ROI
2606,Superbad,2007-08-17,comedy,7.6,17500000,121463226,169955142,Aug,8.7117224,169.96,17.5,Moderate Budget,High Rating,High ROI
749,The Last Legion,2007-08-17,action,5.4,67000000,5932060,25357771,Aug,-0.6215258059701493,25.36,67.0,High Budget,Low Rating,Low ROI
3137,September Dawn,2007-08-24,drama,5.8,10100000,1066555,1066555,Aug,-0.8944004950495049,1.07,10.1,Low Budget,Low Rating,Low ROI
2951,Resurrecting the Champ,2007-08-24,drama,6.7,13000000,3172382,3260555,Aug,-0.7491880769230769,3.26,13.0,Low Budget,Moderate Rating,Low ROI
2082,War,2007-08-24,action,6.2,25000000,22486409,40686409,Aug,0.62745636,40.69,25.0,Moderate Budget,Moderate Rating,Moderate ROI
2736,Halloween,2007-08-31,horror,6.0,15000000,58269151,77514401,Aug,4.167626733333333,77.51,15.0,Low Budget,Low Rating,High ROI
2442,Death Sentence,2007-08-31,action,6.7,20000000,9534258,16907831,Aug,-0.15460845,16.91,20.0,Moderate Budget,Moderate Rating,Low ROI
1162,3:10 to Yuma,2007-09-07,action,7.7,48000000,53606916,71171825,Sep,0.48274635416666667,71.17,48.0,High Budget,High Rating,Moderate ROI
1452,The Hunting Party,2007-09-07,adventure,6.8,40000000,876671,7729552,Sep,-0.8067612,7.73,40.0,Moderate Budget,Moderate Rating,Low ROI
1459,Shoot 'Em Up,2007-09-07,action,6.6,39000000,12796824,26796824,Sep,-0.31290194871794874,26.8,39.0,Moderate Budget,Moderate Rating,Low ROI
4074,In the Shadow of the Moon,2007-09-07,documentary,8.0,2000000,1134358,2175587,Sep,0.0877935,2.18,2.0,Low Budget,High Rating,Low ROI
3278,The Brothers Solomon,2007-09-07,comedy,5.3,10000000,900926,900926,Sep,-0.9099074,0.9,10.0,Low Budget,Low Rating,Low ROI
1694,Dragon Wars: D-War,2007-09-14,action,3.5,32000000,10977721,79915361,Sep,1.49735503125,79.92,32.0,Moderate Budget,Low Rating,Moderate ROI
714,The Brave One,2007-09-14,action,6.7,70000000,36793804,69792704,Sep,-0.0029613714285714287,69.79,70.0,High Budget,Moderate Rating,Low ROI
2204,In the Valley of Elah,2007-09-14,crime,7.2,23000000,6777741,24489150,Sep,0.06474565217391304,24.49,23.0,Moderate Budget,High Rating,Low ROI
3282,King of California,2007-09-14,comedy,6.6,10000000,268461,1165102,Sep,-0.8834898,1.17,10.0,Low Budget,Moderate Rating,Low ROI
1124,Eastern Promises,2007-09-14,crime,7.6,50000000,17181265,56077088,Sep,0.12154176,56.08,50.0,High Budget,High Rating,Low ROI
1232,Across the Universe,2007-09-14,drama,7.3,45000000,24343673,29367143,Sep,-0.34739682222222223,29.37,45.0,High Budget,High Rating,Low ROI
2399,Into the Wild,2007-09-21,adventure,8.1,20000000,18354356,56822960,Sep,1.841148,56.82,20.0,Moderate Budget,High Rating,Moderate ROI
2660,Sydney White,2007-09-21,comedy,6.2,16500000,11892415,13636339,Sep,-0.1735552121212121,13.64,16.5,Moderate Budget,Moderate Rating,Low ROI
2063,Good Luck Chuck,2007-09-21,comedy,5.6,25000000,35017297,60709968,Sep,1.42839872,60.71,25.0,Moderate Budget,Low Rating,Moderate ROI
1217,Resident Evil: Extinction,2007-09-21,action,6.2,45000000,50648679,149871103,Sep,2.3304689555555558,149.87,45.0,High Budget,Moderate Rating,High ROI
2216,The Game Plan,2007-09-28,comedy,6.2,22000000,90648202,146590987,Sep,5.663226681818182,146.59,22.0,Moderate Budget,Moderate Rating,High ROI
670,The Kingdom,2007-09-28,action,7.0,72500000,47467250,86802457,Sep,0.19727526896551725,86.8,72.5,High Budget,High Rating,Moderate ROI
3074,Trade,2007-09-28,crime,7.3,12000000,214202,1513388,Sep,-0.8738843333333334,1.51,12.0,Low Budget,High Rating,Low ROI
2258,Michael Clayton,2007-10-05,crime,7.2,21500000,49033882,92987651,Oct,3.325007023255814,92.99,21.5,Moderate Budget,High Rating,High ROI
4285,Finishing the Game,2007-10-05,comedy,5.9,500000,52850,53201,Oct,-0.893598,0.05,0.5,Low Budget,Low Rating,Low ROI
2847,The Good Night,2007-10-05,comedy,5.8,15000000,22441,22441,Oct,-0.9985039333333333,0.02,15.0,Low Budget,Low Rating,Low ROI
3545,Control,2007-10-10,biography,7.6,6400000,871577,8902141,Oct,0.39095953125,8.9,6.4,Low Budget,High Rating,Moderate ROI
1930,We Own the Night,2007-10-12,action,6.8,28000000,28563179,55307857,Oct,0.9752806071428571,55.31,28.0,Moderate Budget,Moderate Rating,Moderate ROI
995,Elizabeth: The Golden Age,2007-10-12,biography,6.8,55000000,16285240,74870866,Oct,0.3612884727272727,74.87,55.0,High Budget,Moderate Rating,Moderate ROI
2977,Lars and the Real Girl,2007-10-12,comedy,7.3,12500000,5956480,11277119,Oct,-0.09783048,11.28,12.5,Low Budget,High Rating,Low ROI
2738,Why Did I Get Married?,2007-10-12,comedy,5.9,15000000,55204525,55934178,Oct,2.7289452,55.93,15.0,Low Budget,Low Rating,High ROI
2702,Things We Lost in the Fire,2007-10-19,drama,7.1,16000000,3287315,8120148,Oct,-0.49249075,8.12,16.0,Moderate Budget,High Rating,Low ROI
2509,Gone Baby Gone,2007-10-19,crime,7.6,19000000,20300218,34359030,Oct,0.80837,34.36,19.0,Moderate Budget,High Rating,Moderate ROI
3277,The Ten Commandments,2007-10-19,animation,2.9,10000000,952820,1051907,Oct,-0.8948093,1.05,10.0,Low Budget,Low Rating,Low ROI
4262,Arnolds Park,2007-10-19,mystery,4.0,600000,23616,23616,Oct,-0.96064,0.02,0.6,Low Budget,Low Rating,Low ROI
1947,Rendition,2007-10-19,drama,6.8,27500000,9736045,26939925,Oct,-0.020366363636363637,26.94,27.5,Moderate Budget,Moderate Rating,Low ROI
1783,30 Days of Night,2007-10-19,action,6.6,30000000,39568996,80276156,Oct,1.6758718666666668,80.28,30.0,Moderate Budget,Moderate Rating,Moderate ROI
3147,Saw IV,2007-10-26,crime,5.9,10000000,63300095,135759694,Oct,12.5759694,135.76,10.0,Low Budget,Low Rating,High ROI
197,Bee Movie,2007-11-02,adventure,6.1,150000000,126631277,287594577,Nov,0.91729718,287.59,150.0,High Budget,Moderate Rating,Moderate ROI
1967,Martian Child,2007-11-02,comedy,6.7,27000000,7500310,9352089,Nov,-0.6536263333333333,9.35,27.0,Moderate Budget,Moderate Rating,Low ROI
369,American Gangster,2007-11-02,biography,7.8,100000000,130164645,267985456,Nov,1.67985456,267.99,100.0,High Budget,High Rating,Moderate ROI
1614,Lions for Lambs,2007-11-09,crime,6.2,35000000,14998070,63211088,Nov,0.8060310857142857,63.21,35.0,Moderate Budget,Moderate Rating,Moderate ROI
2027,No Country for Old Men,2007-11-09,crime,8.2,25000000,74273505,164035753,Nov,5.56143012,164.04,25.0,Moderate Budget,High Rating,High ROI
202,Beowulf,2007-11-16,action,6.3,150000000,82280579,195080579,Nov,0.30053719333333334,195.08,150.0,High Budget,Moderate Rating,Moderate ROI
1254,Love in the Time of Cholera,2007-11-16,drama,6.4,45000000,4617608,31077418,Nov,-0.3093907111111111,31.08,45.0,High Budget,Moderate Rating,Low ROI
3755,Redacted,2007-11-16,crime,6.1,5000000,65388,861325,Nov,-0.827735,0.86,5.0,Low Budget,Moderate Rating,Low ROI
496,Enchanted,2007-11-21,adventure,7.1,85000000,127706877,340384141,Nov,3.004519305882353,340.38,85.0,High Budget,High Rating,High ROI
2934,The Mist,2007-11-21,horror,7.1,13000000,25593755,57189408,Nov,3.399185230769231,57.19,13.0,Low Budget,High Rating,High ROI
2068,August Rush,2007-11-21,drama,7.4,25000000,31664162,64605762,Nov,1.58423048,64.61,25.0,Moderate Budget,High Rating,Moderate ROI
2163,Hitman,2007-11-21,action,6.2,24000000,39687694,99135571,Nov,3.1306487916666668,99.14,24.0,Moderate Budget,Moderate Rating,High ROI
2921,This Christmas,2007-11-21,comedy,6.3,13000000,49121934,49733545,Nov,2.8256573076923077,49.73,13.0,Low Budget,Moderate Rating,High ROI
3344,The Savages,2007-11-28,comedy,7.1,9000000,6623082,10642023,Nov,0.182447,10.64,9.0,Low Budget,High Rating,Low ROI
3364,Awake,2007-11-30,crime,6.5,8600000,14373825,32968648,Nov,2.8335637209302327,32.97,8.6,Low Budget,Moderate Rating,High ROI
3462,Juno,2007-12-05,comedy,7.5,7000000,143495265,231450102,Dec,32.06430028571429,231.45,7.0,Low Budget,High Rating,High ROI
39,The Golden Compass,2007-12-07,adventure,6.1,205000000,70107728,367262558,Dec,0.7915246731707317,367.26,205.0,High Budget,Moderate Rating,Moderate ROI
1765,Atonement,2007-12-07,drama,7.8,30000000,50980159,129779728,Dec,3.3259909333333333,129.78,30.0,Moderate Budget,High Rating,High ROI
4327,Shotgun Stories,2007-12-14,drama,7.1,250000,46026,284174,Dec,0.136696,0.28,0.25,Low Budget,High Rating,Low ROI
945,Alvin and the Chipmunks,2007-12-14,adventure,5.2,55000000,217326974,362605033,Dec,5.592818781818182,362.61,55.0,High Budget,Low Rating,High ROI
2411,The Kite Runner,2007-12-14,drama,7.6,20000000,15800078,74180745,Dec,2.70903725,74.18,20.0,Moderate Budget,High Rating,High ROI
1608,Walk Hard: The Dewey Cox Story,2007-12-21,comedy,6.8,35000000,18317151,20606053,Dec,-0.41125562857142856,20.61,35.0,Moderate Budget,Moderate Rating,Low ROI
3296,Blonde Ambition,2007-12-21,comedy,3.9,10000000,6422,1537479,Dec,-0.8462521,1.54,10.0,Low Budget,Low Rating,Low ROI
3459,Persepolis,2007-12-25,animation,8.0,7300000,4443403,25397187,Dec,2.479066712328767,25.4,7.3,Low Budget,High Rating,High ROI
1194,The Bucket List,2007-12-25,adventure,7.4,45000000,93466502,174807445,Dec,2.884609888888889,174.81,45.0,High Budget,High Rating,High ROI
2767,The Great Debaters,2007-12-25,biography,7.5,15000000,30226144,30261293,Dec,1.0174195333333333,30.26,15.0,Low Budget,High Rating,Moderate ROI
2051,There Will Be Blood,2007-12-26,drama,8.2,25000000,40222514,77208672,Dec,2.08834688,77.21,25.0,Moderate Budget,High Rating,Moderate ROI
2372,One Missed Call,2008-01-04,horror,4.0,20000000,26890041,44513466,Jan,1.2256733,44.51,20.0,Moderate Budget,Low Rating,Moderate ROI
2237,Mad Money,2008-01-18,comedy,5.8,22000000,20668843,25044057,Jan,0.13836622727272727,25.04,22.0,Moderate Budget,Low Rating,Low ROI
1733,27 Dresses,2008-01-18,comedy,6.1,30000000,76808654,160247805,Jan,4.3415935,160.25,30.0,Moderate Budget,Moderate Rating,High ROI
2023,Cloverfield,2008-01-18,action,7.0,25000000,80048433,171302226,Jan,5.85208904,171.3,25.0,Moderate Budget,High Rating,High ROI
1788,Meet the Spartans,2008-01-25,comedy,2.8,30000000,38233676,84646831,Jan,1.8215610333333334,84.65,30.0,Moderate Budget,Low Rating,Moderate ROI
1587,Untraceable,2008-01-25,crime,6.2,35000000,28687835,52649951,Jan,0.5042843142857143,52.65,35.0,Moderate Budget,Moderate Rating,Moderate ROI
1167,Rambo,2008-01-25,action,7.0,47500000,42754105,113244290,Jan,1.3840903157894737,113.24,47.5,High Budget,High Rating,Moderate ROI
2459,Strange Wilderness,2008-02-01,adventure,5.2,20000000,6575282,6947084,Feb,-0.6526458,6.95,20.0,Moderate Budget,Low Rating,Low ROI
3013,The Eye,2008-02-01,horror,5.4,12000000,31418697,57577765,Feb,3.7981470833333333,57.58,12.0,Low Budget,Low Rating,High ROI
3235,Over Her Dead Body,2008-02-01,comedy,5.2,10000000,7570127,21596074,Feb,1.1596074,21.6,10.0,Low Budget,Low Rating,Moderate ROI
2824,In Bruges,2008-02-08,comedy,7.9,15000000,7800825,34527095,Feb,1.3018063333333334,34.53,15.0,Low Budget,High Rating,Moderate ROI
524,Jumper,2008-02-14,action,6.1,82500000,80172128,222640812,Feb,1.698676509090909,222.64,82.5,High Budget,Moderate Rating,Moderate ROI
3475,"Definitely, Maybe",2008-02-14,comedy,7.1,7000000,32241649,55617866,Feb,6.945409428571429,55.62,7.0,Low Budget,High Rating,High ROI
433,The Spiderwick Chronicles,2008-02-14,action,6.5,92500000,71195053,162839667,Feb,0.7604288324324324,162.84,92.5,High Budget,Moderate Rating,Moderate ROI
1333,Vantage Point,2008-02-22,action,6.6,40000000,72266306,150886329,Feb,2.772158225,150.89,40.0,Moderate Budget,Moderate Rating,High ROI
2436,Be Kind Rewind,2008-02-22,comedy,6.4,20000000,11175164,30894247,Feb,0.54471235,30.89,20.0,Moderate Budget,Moderate Rating,Moderate ROI
3452,Witless Protection,2008-02-22,comedy,3.4,7500000,4151836,4151836,Feb,-0.44642186666666667,4.15,7.5,Low Budget,Low Rating,Low ROI
1402,The Other Boleyn Girl,2008-02-29,biography,6.7,40000000,26814957,78269970,Feb,0.95674925,78.27,40.0,Moderate Budget,Moderate Rating,Moderate ROI
988,Semi-Pro,2008-02-29,comedy,5.8,55000000,33479698,43980363,Feb,-0.20035703636363636,43.98,55.0,High Budget,Low Rating,Low ROI
2367,The Bank Job,2008-03-07,crime,7.2,20000000,30060660,66143005,Mar,2.30715025,66.14,20.0,Moderate Budget,High Rating,High ROI
2275,Never Back Down,2008-03-14,action,6.5,21000000,24850922,39319801,Mar,0.8723714761904762,39.32,21.0,Moderate Budget,Moderate Rating,Moderate ROI
1665,Doomsday,2008-03-14,action,5.9,33000000,11008770,21621188,Mar,-0.34481248484848487,21.62,33.0,Moderate Budget,Low Rating,Low ROI
2341,Meet the Browns,2008-03-21,comedy,4.4,20000000,41975388,41975388,Mar,1.0987694,41.98,20.0,Moderate Budget,Low Rating,Moderate ROI
3401,Shutter,2008-03-21,horror,5.2,8000000,25928550,47782426,Mar,4.97280325,47.78,8.0,Low Budget,Low Rating,High ROI
1385,Drillbit Taylor,2008-03-21,action,5.7,40000000,32862104,49686263,Mar,0.242156575,49.69,40.0,Moderate Budget,Low Rating,Moderate ROI
1592,Superhero Movie,2008-03-28,action,4.6,35000000,26638520,73026302,Mar,1.0864657714285715,73.03,35.0,Moderate Budget,Low Rating,Moderate ROI
2113,Stop-Loss,2008-03-28,drama,6.4,25000000,10915744,11229035,Mar,-0.5508386,11.23,25.0,Moderate Budget,Moderate Rating,Low ROI
4325,Happy Valley,2008-03-28,documentary,6.4,250000,67665,67665,Mar,-0.72934,0.07,0.25,Low Budget,Moderate Rating,Low ROI
1538,21,2008-03-28,crime,6.8,35000000,81159365,159846429,Mar,3.567040828571429,159.85,35.0,Moderate Budget,Moderate Rating,High ROI
932,Leatherheads,2008-04-04,comedy,6.0,58000000,31373938,41348628,Apr,-0.2870926206896552,41.35,58.0,High Budget,Low Rating,Low ROI
1501,Nim's Island,2008-04-04,adventure,6.0,37000000,48006762,101857425,Apr,1.7529033783783783,101.86,37.0,Moderate Budget,Low Rating,Moderate ROI
4190,Shine a Light,2008-04-04,biography,7.1,1000000,5505267,16173879,Apr,15.173879,16.17,1.0,Low Budget,High Rating,High ROI
2088,The Ruins,2008-04-04,adventure,5.9,25000000,17432844,22910563,Apr,-0.08357748,22.91,25.0,Moderate Budget,Low Rating,Low ROI
2013,Taken,2008-04-09,action,7.8,25000000,145000989,226941585,Apr,8.0776634,226.94,25.0,Moderate Budget,High Rating,High ROI
2374,Street Kings,2008-04-11,action,6.8,20000000,26418667,65457811,Apr,2.27289055,65.46,20.0,Moderate Budget,Moderate Rating,High ROI
3819,The Visitor,2008-04-11,drama,6.3,4000000,9427026,19174817,Apr,3.79370425,19.17,4.0,Low Budget,Moderate Rating,High ROI
2544,Prom Night,2008-04-11,horror,3.9,18000000,43869350,57193655,Apr,2.1774252777777776,57.19,18.0,Moderate Budget,Low Rating,High ROI
3438,Pathology,2008-04-18,crime,5.9,8000000,109045,3270974,Apr,-0.59112825,3.27,8.0,Low Budget,Low Rating,Low ROI
1745,Forgetting Sarah Marshall,2008-04-18,comedy,7.1,30000000,63172463,105475310,Apr,2.5158436666666666,105.48,30.0,Moderate Budget,High Rating,High ROI
974,The Forbidden Kingdom,2008-04-18,action,6.5,55000000,52075270,129075270,Apr,1.3468230909090908,129.08,55.0,High Budget,Moderate Rating,Moderate ROI
3751,Standard Operating Procedure,2008-04-25,crime,7.4,5000000,228830,332120,Apr,-0.933576,0.33,5.0,Low Budget,High Rating,Low ROI
3005,Harold & Kumar Escape from Guantanamo Bay,2008-04-25,adventure,6.5,12000000,38108728,43353117,Apr,2.61275975,43.35,12.0,Low Budget,Moderate Rating,High ROI
1748,Baby Mama,2008-04-25,comedy,6.0,30000000,60494212,64170447,Apr,1.1390149,64.17,30.0,Moderate Budget,Low Rating,Moderate ROI
2130,Deception,2008-04-25,crime,6.0,25000000,4598506,12850033,Apr,-0.48599868,12.85,25.0,Moderate Budget,Low Rating,Low ROI
3509,Redbelt,2008-05-02,drama,6.7,7000000,2344847,2667084,May,-0.618988,2.67,7.0,Low Budget,Moderate Rating,Low ROI
1365,Made of Honor,2008-05-02,comedy,5.8,40000000,46012734,106548738,May,1.66371845,106.55,40.0,Moderate Budget,Low Rating,Moderate ROI
87,Iron Man,2008-05-02,action,7.9,186000000,318604126,585171547,May,2.1460835860215055,585.17,186.0,High Budget,High Rating,High ROI
306,Speed Racer,2008-05-09,action,6.0,120000000,43945766,93394462,May,-0.22171281666666667,93.39,120.0,High Budget,Low Rating,Low ROI
27,The Chronicles of Narnia: Prince Caspian,2008-05-16,action,6.5,225000000,141621490,417341288,May,0.8548501688888889,417.34,225.0,High Budget,Moderate Rating,Moderate ROI
89,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-22,action,6.2,185000000,317101119,786635413,May,3.2520833135135137,786.64,185.0,High Budget,Moderate Rating,High ROI
3281,"War, Inc.",2008-05-23,action,5.5,10000000,580862,1299855,May,-0.8700145,1.3,10.0,Low Budget,Low Rating,Low ROI
2479,The Children of Huang Shi,2008-05-23,drama,7.0,20000000,1031872,8221700,May,-0.588915,8.22,20.0,Moderate Budget,High Rating,Low ROI
3324,The Strangers,2008-05-30,horror,6.1,9000000,52597610,83051676,May,8.227964,83.05,9.0,Low Budget,Moderate Rating,High ROI
935,Sex and the City,2008-05-30,comedy,5.7,57500000,152647258,415247258,May,6.221691443478261,415.25,57.5,High Budget,Low Rating,High ROI
254,Kung Fu Panda,2008-06-06,action,7.6,130000000,215434591,631910531,Jun,3.8608502384615386,631.91,130.0,High Budget,High Rating,High ROI
4342,Baghead,2008-06-13,comedy,6.0,200000,140016,140016,Jun,-0.29992,0.14,0.2,Low Budget,Low Rating,Low ROI
851,The Happening,2008-06-13,adventure,5.0,60000000,64506874,162778384,Jun,1.7129730666666667,162.78,60.0,High Budget,Low Rating,Moderate ROI
235,The Incredible Hulk,2008-06-13,action,6.6,137500000,134806913,265573859,Jun,0.9314462472727273,265.57,137.5,High Budget,Moderate Rating,Moderate ROI
3200,Kit Kittredge: An American Girl,2008-06-20,comedy,6.5,10000000,17657973,17657973,Jun,0.7657973,17.66,10.0,Low Budget,Moderate Rating,Moderate ROI
544,Get Smart,2008-06-20,action,6.5,80000000,130319208,226739416,Jun,1.8342427,226.74,80.0,High Budget,Moderate Rating,Moderate ROI
813,The Love Guru,2008-06-20,comedy,3.8,62000000,32235793,40159017,Jun,-0.3522739193548387,40.16,62.0,High Budget,Low Rating,Low ROI
621,Wanted,2008-06-27,action,6.7,75000000,134508551,342416460,Jun,3.5655528,342.42,75.0,High Budget,Moderate Rating,High ROI
177,Hancock,2008-07-01,action,6.4,150000000,227946274,624234272,Jul,3.1615618133333334,624.23,150.0,High Budget,Moderate Rating,High ROI
1017,Mamma Mia!,2008-07-02,comedy,6.5,52000000,144130063,592235962,Jul,10.389153115384616,592.24,52.0,High Budget,Moderate Rating,High ROI
3603,The Wackness,2008-07-03,comedy,6.9,6000000,2077046,3330012,Jul,-0.444998,3.33,6.0,Low Budget,High Rating,Low ROI
1191,Journey to the Center of the Earth,2008-07-11,action,5.8,45000000,101704370,243180937,Jul,4.404020822222222,243.18,45.0,High Budget,Low Rating,High ROI
913,Meet Dave,2008-07-11,adventure,5.1,60000000,11803254,50648806,Jul,-0.15585323333333334,50.65,60.0,High Budget,Low Rating,Low ROI
88,The Dark Knight,2008-07-11,action,9.0,185000000,534987076,1006234167,Jul,4.439103605405405,1006.23,185.0,High Budget,High Rating,High ROI
525,Hellboy II: The Golden Army,2008-07-11,action,7.0,82500000,75986503,160388063,Jul,0.9440977333333334,160.39,82.5,High Budget,High Rating,Moderate ROI
